"","query_id","subject_id","subject_id.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","pident.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","length.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","evalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","nextevalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","E_diff.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","bitscore.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","pident.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","length.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","evalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","nextevalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","E_diff.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","bitscore.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best"
"5832","BRARA.I02209-MONOMER","BraA09g025620.3C","BRARA.I02209-MONOMER",99.468,376,0,0,NA,758,99.468,376,0,0,NA,758
"5833","BRARA.I02213-MONOMER","BraA09g025670.3C","BRARA.I02213-MONOMER",99.375,320,0,2.12e-100,-Inf,664,99.375,320,0,3.2e-93,-Inf,664
"5834","BRARA.I02216-MONOMER","BraA09g025690.3C","BRARA.I02216-MONOMER",98.253,458,0,0,NA,922,98.253,458,0,0,NA,922
"5835","BRARA.I02228-MONOMER","BraA09g025890.3C","BRARA.I02228-MONOMER",99.725,727,0,4.34e-134,-Inf,1494,99.725,727,0,3.03e-133,-Inf,1494
"5836","BRARA.I02235-MONOMER","BraA09g025960.3C","BRARA.I02235-MONOMER",93.71,620,0,1.21e-93,-Inf,1169,93.71,620,0,1.87e-33,-Inf,1169
"5837","BRARA.I02236-MONOMER","BraA09g025990.3C","BRARA.I02236-MONOMER",99.649,569,0,0,NA,1169,99.649,569,0,0,NA,1169
"5838","BRARA.I02242-MONOMER","BraA09g026060.3C","BRARA.I02242-MONOMER",100,256,0,1.03e-158,-Inf,521,100,256,0,1.8e-159,-Inf,521
"5839","BRARA.I02266-MONOMER","BraA09g026270.3C","BRARA.I02266-MONOMER",99.548,884,0,0,NA,1838,99.548,884,0,0,NA,1838
"5840","BRARA.I02269-MONOMER","BraA09g026420.3C","BRARA.I02269-MONOMER",100,436,0,0,NA,888,100,436,0,0,NA,888
"5841","BRARA.I02273-MONOMER","BraA09g026440.3C","BRARA.I02273-MONOMER",88.312,231,1.06e-146,9.4e-39,-107.947821988335,407,88.312,231,2.43e-147,8.56e-116,-31.5468674910788,407
"5842","BRARA.I02274-MONOMER","BraA09g026450.3C","BRARA.I02274-MONOMER",96.861,223,2.55e-159,1.08e-55,-103.626883575053,439,96.861,223,6.28e-160,8.63e-151,-9.13805115197803,439
"5843","BRARA.I02286-MONOMER","BraA09g026610.3C","BRARA.I02286-MONOMER",95.238,252,1.37e-173,6.01e-06,-167.642153904846,481,95.238,252,3.71e-174,2.28e-05,-168.788560937385,481
"5844","BRARA.I02293-MONOMER","BraA09g026730.3C","BRARA.I02293-MONOMER",99.651,860,0,0,NA,1788,99.651,860,0,0,NA,1788
"5845","BRARA.I02302-MONOMER","BraA09g026860.3C","BRARA.I02302-MONOMER",92.105,418,0,6.72e-156,-Inf,780,92.105,418,0,4.45e-144,-Inf,780
"5846","BRARA.I02306-MONOMER","BraA09g026910.3C","BRARA.I02306-MONOMER",94.515,237,1.43e-160,2.16e-140,-20.1791177136859,443,94.515,237,3.67e-161,4.34e-159,-2.07282366526042,443
"5847","BRARA.I02307-MONOMER","BraA09g026930.3C","BRARA.I02307-MONOMER",99.849,662,0,0,NA,1359,99.849,662,0,0,NA,1359
"5848","BRARA.I02308-MONOMER","BraA09g026940.3C","BRARA.I02308-MONOMER",100,172,2.58e-126,1.75e-118,-7.83141834272307,352,100,172,6.36e-127,4.31e-119,-7.83102015451232,352
"5849","BRARA.I02310-MONOMER","BraA09g026960.3C","BRARA.I02310-MONOMER",98.722,313,0,1.04e-28,-Inf,647,98.722,313,0,5.7e-23,-Inf,647
"5850","BRARA.I02312-MONOMER","BraA09g028520.3C","BRARA.I02312-MONOMER",99.429,350,0,0,NA,721,99.429,350,0,0,NA,721
"5851","BRARA.I02332-MONOMER","BraA09g027050.3C","BRARA.I02332-MONOMER",99.057,318,0,1.12e-161,-Inf,653,99.057,318,0,2.01e-166,-Inf,653
"5852","BRARA.I02341-MONOMER","BraA09g027190.3C","BRARA.I02341-MONOMER",98.758,161,7.18e-117,3.74e-84,-32.7167471579582,327,98.758,161,1.77e-117,5.69e-87,-30.5071390000333,327
"5853","BRARA.I02342-MONOMER","BraA09g027210.3C","BRARA.I02342-MONOMER",97.595,499,0,0,NA,1017,97.595,499,0,0,NA,1017
"5854","BRARA.I02346-MONOMER","BraA09g030190.3C","BRARA.I02346-MONOMER",100,299,0,0,NA,612,100,299,0,0,NA,612
"5855","BRARA.I02347-MONOMER","BraA09g028180.3C","BRARA.I02347-MONOMER",99.396,497,0,0,NA,998,99.396,497,0,0,NA,998
"5856","BRARA.I02352-MONOMER","BraA09g028090.3C","BRARA.I02352-MONOMER",99.681,626,0,0,NA,1306,99.681,626,0,0,NA,1306
"5857","BRARA.I02356-MONOMER","BraA09g028040.3C","BRARA.I02356-MONOMER",95.739,352,0,0,NA,691,95.739,352,0,0,NA,691
"5858","BRARA.I02359-MONOMER","BraA09g028000.3C","BRARA.I02359-MONOMER",98.774,571,0,3.04e-141,-Inf,1149,98.774,571,0,8.27e-147,-Inf,1149
"5859","BRARA.I02364-MONOMER","BraA09g027900.3C","BRARA.I02364-MONOMER",75,204,9.89e-102,3.68e-25,-76.5706515270763,291,75,204,2.6e-102,4.16e-41,-61.2041199826559,291
"5860","BRARA.I02368-MONOMER","BraA09g027850.3C","BRARA.I02368-MONOMER",98.056,360,0,5.03e-123,-Inf,721,98.056,360,0,1.26e-121,-Inf,721
"5861","BRARA.I02379-MONOMER","BraA09g030610.3C","BRARA.I02379-MONOMER",100,354,0,3.16e-91,-Inf,726,100,354,0,2.32e-92,-Inf,726
"5862","BRARA.I02381-MONOMER","BraA09g030530.3C","BRARA.I02381-MONOMER",100,312,0,2.96e-16,-Inf,645,100,312,0,3.87e-19,-Inf,645
"5863","BRARA.I02406-MONOMER","BraA09g029180.3C","BRARA.I02406-MONOMER",100,351,0,9.44e-178,-Inf,727,100,351,0,8.1e-176,-Inf,727
"5864","BRARA.I02417-MONOMER","BraA09g030830.3C","BRARA.I02417-MONOMER",98.195,665,0,0,NA,1349,98.195,665,0,0,NA,1349
"5865","BRARA.I02419-MONOMER","BraA09g030850.3C","BRARA.I02419-MONOMER",100,456,0,0,NA,921,100,456,0,0,NA,921
"5866","BRARA.I02422-MONOMER","BraA09g029360.3C","BRARA.I02422-MONOMER",99.433,353,0,0,NA,720,99.433,353,0,0,NA,720
"5867","BRARA.I02423-MONOMER","BraA09g029370.3C","BRARA.I02423-MONOMER",91.176,306,0,1.02e-42,-Inf,567,91.176,306,0,6.46e-42,-Inf,567
"5868","BRARA.I02428-MONOMER","BraA09g030940.3C","BRARA.I02428-MONOMER",99.812,531,0,0,NA,1102,99.812,531,0,0,NA,1102
"5869","BRARA.I02431-MONOMER","BraA09g031030.3C","BRARA.I02431-MONOMER",95.807,477,0,0,NA,931,95.807,477,0,0,NA,931
"5870","BRARA.I02432-MONOMER","BraA09g031040.3C","BRARA.I02432-MONOMER",97.436,1443,0,0,NA,2892,97.436,1443,0,0,NA,2892
"5871","BRARA.I02436-MONOMER","BraA09g031360.3C","BRARA.I02436-MONOMER",99.709,344,0,0,NA,711,99.709,344,0,0,NA,711
"5872","BRARA.I02441-MONOMER","BraA09g031290.3C","BRARA.I02441-MONOMER",98.478,460,0,0,NA,951,98.478,460,0,0,NA,951
"5873","BRARA.I02445-MONOMER","BraA09g031250.3C","BRARA.I02445-MONOMER",98.73,315,0,0,NA,647,98.73,315,0,0,NA,647
"5874","BRARA.I02447-MONOMER","BraA09g031210.3C","BRARA.I02447-MONOMER",99.759,415,0,3.58e-128,-Inf,841,99.759,415,0,1.61e-102,-Inf,841
"5875","BRARA.I02451-MONOMER","BraA09g031170.3C","BRARA.I02451-MONOMER",99.063,427,0,1.93e-19,-Inf,877,99.063,427,0,1.94e-07,-Inf,877
"5876","BRARA.I02452-MONOMER","BraA09g031160.3C","BRARA.I02452-MONOMER",98.799,583,0,1.09e-151,-Inf,1197,98.799,583,0,6.83e-146,-Inf,1197
"5877","BRARA.I02456-MONOMER","BraA09g031120.3C","BRARA.I02456-MONOMER",98.305,354,0,0,NA,717,98.305,354,0,0,NA,717
"5878","BRARA.I02460-MONOMER","BraA09g029420.3C","BRARA.I02460-MONOMER",99.505,202,6.01e-141,1.43e-116,-24.3764615654623,407,99.505,202,1.89e-141,1.07e-69,-71.752921973512,407
"5879","BRARA.I02465-MONOMER","BraA09g028870.3C","BRARA.I02465-MONOMER",100,750,0,0,NA,1552,100,750,0,0,NA,1552
"5880","BRARA.I02472-MONOMER","BraA09g027240.3C","BRARA.I02472-MONOMER",99.694,327,0,4.49e-168,-Inf,665,99.694,327,0,3.88e-170,-Inf,665
"5881","BRARA.I02473-MONOMER","BraA09g027250.3C","BRARA.I02473-MONOMER",96.951,492,0,0,NA,985,96.951,492,0,0,NA,985
"5882","BRARA.I02495-MONOMER","BraA09g029930.3C","BRARA.I02495-MONOMER",99.69,323,0,6.38e-30,-Inf,670,99.69,323,0,2.33e-31,-Inf,670
"5883","BRARA.I02496-MONOMER","BraA09g029920.3C","BRARA.I02496-MONOMER",100,352,0,0,NA,733,100,352,0,0,NA,733
"5884","BRARA.I02501-MONOMER","BraA09g029800.3C","BRARA.I02501-MONOMER",99.149,235,1.68e-169,3.23e-162,-7.28389324060524,466,99.149,235,4.14e-170,2.07e-163,-6.69897000433602,466
"5885","BRARA.I02502-MONOMER","BraA09g029790.3C","BRARA.I02502-MONOMER",100,163,1.03e-118,3.74e-101,-17.5600343774953,332,100,163,2.54e-119,9.2e-102,-17.5589541107256,332
"5886","BRARA.I02510-MONOMER","BraA09g029710.3C","BRARA.I02510-MONOMER",100,139,3.19e-101,6.52e-25,-76.3104569126747,286,100,139,7.87e-102,7.16e-26,-75.9589382899488,286
"5887","BRARA.I02519-MONOMER","BraA09g029550.3C","BRARA.I02519-MONOMER",99.457,368,0,0,NA,754,99.457,368,0,0,NA,754
"5888","BRARA.I02532-MONOMER","BraA09g028320.3C","BRARA.I02532-MONOMER",98.077,104,2.49e-70,0.3,-69.0809219076239,205,98.077,104,6.14e-71,6.1,-70.9971614638696,205
"5889","BRARA.I02539-MONOMER","BraA09g027690.3C","BRARA.I02539-MONOMER",98.504,468,0,0,NA,935,98.504,468,0,0,NA,935
"5890","BRARA.I02545-MONOMER","BraA09g027640.3C","BRARA.I02545-MONOMER",98.477,394,0,6.73e-80,-Inf,802,98.477,394,0,2.03e-78,-Inf,802
"5891","BRARA.I02547-MONOMER","BraA09g027620.3C","BRARA.I02547-MONOMER",100,348,0,0,NA,720,100,348,0,0,NA,720
"5892","BRARA.I02551-MONOMER","BraA09g027580.3C","BRARA.I02551-MONOMER",99.026,616,0,0,NA,1253,99.026,616,0,0,NA,1253
"5893","BRARA.I02556-MONOMER","BraA09g027480.3C","BRARA.I02556-MONOMER",97.332,1012,0,0,NA,2013,97.332,1012,0,0,NA,2013
"5894","BRARA.I02564-MONOMER","BraA09g027360.3C","BRARA.I02564-MONOMER",96.547,782,0,0,NA,1519,96.547,782,0,0,NA,1519
"5895","BRARA.I02575-MONOMER","BraA09g031470.3C","BRARA.I02575-MONOMER",100,297,0,0,NA,623,100,297,0,0,NA,623
"5896","BRARA.I02583-MONOMER","BraA09g031520.3C","BRARA.I02583-MONOMER",99.579,951,0,0,NA,1984,99.579,951,0,0,NA,1984
"5897","BRARA.I02585-MONOMER","BraA09g031540.3C","BRARA.I02585-MONOMER",98.75,480,0,0,NA,951,98.75,480,0,4.16e-54,-Inf,951
"5898","BRARA.I02594-MONOMER","BraA09g031620.3C","BRARA.I02594-MONOMER",97.701,522,0,5.4e-132,-Inf,1061,97.701,522,0,7.44e-131,-Inf,1061
"5899","BRARA.I02604-MONOMER","BraA09g031790.3C","BRARA.I02604-MONOMER",100,367,0,0,NA,751,100,367,0,0,NA,751
"5900","BRARA.I02607-MONOMER","BraA09g032920.3C","BRARA.I02607-MONOMER",84.926,471,0,0,NA,775,84.289,471,0,0,NA,774
"5901","BRARA.I02609-MONOMER","BraA09g032890.3C","BRARA.I02609-MONOMER",98.973,292,0,7.11e-52,-Inf,582,98.973,292,0,2.16e-56,-Inf,582
"5902","BRARA.I02619-MONOMER","BraA07g029740.3C","BRARA.I02619-MONOMER",41.284,218,1.73e-37,6.64e-30,-7.58412197623922,130,41.284,218,5.25e-38,2.68e-23,-14.7079754906228,130
"5903","BRARA.I02621-MONOMER","BraA09g032770.3C","BRARA.I02621-MONOMER",99.281,278,0,4.72e-155,-Inf,568,99.281,278,0,3.86e-157,-Inf,568
"5904","BRARA.I02623-MONOMER","BraA09g032750.3C","BRARA.I02623-MONOMER",98.241,398,0,0,NA,794,98.241,398,0,0,NA,794
"5905","BRARA.I02627-MONOMER","BraA09g032700.3C","BRARA.I02627-MONOMER",96.438,758,0,1.45e-134,-Inf,1508,96.438,758,0,3.72e-138,-Inf,1508
"5906","BRARA.I02634-MONOMER","BraA09g032620.3C","BRARA.I02634-MONOMER",99.564,688,0,0,NA,1407,99.564,688,0,0,NA,1407
"5907","BRARA.I02635-MONOMER","BraA09g032560.3C","BRARA.I02635-MONOMER",100,180,1.1e-135,4.12e-119,-16.5735045308749,376,100,180,2.7e-136,1.01e-119,-16.5729576096237,376
"5908","BRARA.I02641-MONOMER","BraA09g033240.3C","BRARA.I02641-MONOMER",98.638,367,0,0,NA,759,98.638,367,0,0,NA,759
"5909","BRARA.I02647-MONOMER","BraA09g033010.3C","BRARA.I02647-MONOMER",97.411,734,0,2.56e-122,-Inf,1446,97.411,734,0,5.12e-122,-Inf,1446
"5910","BRARA.I02648-MONOMER","BraA09g033060.3C","BRARA.I02648-MONOMER",99.371,318,0,0,NA,654,99.371,318,0,0,NA,654
"5911","BRARA.I02650-MONOMER","BraA09g033090.3C","BRARA.I02650-MONOMER",100,398,0,0,NA,827,100,398,0,0,NA,827
"5912","BRARA.I02654-MONOMER","BraA09g033120.3C","BRARA.I02654-MONOMER",98.777,327,0,8.76e-166,-Inf,675,98.777,327,0,9.38e-144,-Inf,675
"5913","BRARA.I02655-MONOMER","BraA09g033130.3C","BRARA.I02655-MONOMER",100,326,0,0,NA,672,100,326,0,0,NA,672
"5914","BRARA.I02667-MONOMER","BraA09g033260.3C","BRARA.I02667-MONOMER",97.895,285,0,0,NA,573,97.895,285,0,0,NA,573
"5915","BRARA.I02669-MONOMER","BraA09g033320.3C","BRARA.I02669-MONOMER",99.501,601,0,0,NA,1244,99.501,601,0,0,NA,1244
"5916","BRARA.I02673-MONOMER","BraA09g032450.3C","BRARA.I02673-MONOMER",98.98,294,0,6.53e-79,-Inf,602,98.98,294,0,1.02e-78,-Inf,602
"5917","BRARA.I02676-MONOMER","BraA09g032360.3C","BRARA.I02676-MONOMER",99.217,383,0,0,NA,785,99.217,383,0,0,NA,785
"5918","BRARA.I02681-MONOMER","BraA09g032320.3C","BRARA.I02681-MONOMER",96.217,423,0,6.7e-156,-Inf,815,96.217,423,0,4.05e-157,-Inf,815
"5919","BRARA.I02684-MONOMER","BraA09g032280.3C","BRARA.I02684-MONOMER",99.235,392,0,1.07e-175,-Inf,808,99.235,392,0,3.15e-180,-Inf,808
"5920","BRARA.I02691-MONOMER","BraA09g032080.3C","BRARA.I02691-MONOMER",100,198,1.27e-146,3.52e-104,-42.4427389425222,405,100,198,3.14e-147,4.11e-115,-32.1169121738029,405
"5921","BRARA.I02705-MONOMER","BraA09g031880.3C","BRARA.I02705-MONOMER",99.629,539,0,3.65e-123,-Inf,1094,99.629,539,0,1.02e-123,-Inf,1094
"5922","BRARA.I02713-MONOMER","BraA09g033430.3C","BRARA.I02713-MONOMER",100,649,0,0,NA,1342,100,649,0,0,NA,1342
"5923","BRARA.I02720-MONOMER","BraA09g033530.3C","BRARA.I02720-MONOMER",100,441,0,5.59e-84,-Inf,912,100,441,0,1.13e-85,-Inf,912
"5924","BRARA.I02729-MONOMER","BraA09g033820.3C","BRARA.I02729-MONOMER",93.316,374,0,2.3e-32,-Inf,696,93.85,374,0,8.31e-35,-Inf,712
"5925","BRARA.I02733-MONOMER","BraA09g033780.3C","BRARA.I02733-MONOMER",98.592,284,0,4.92e-15,-Inf,569,98.592,284,0,1.5e-15,-Inf,569
"5926","BRARA.I02734-MONOMER","BraA09g033770.3C","BRARA.I02734-MONOMER",99.341,910,0,0,NA,1852,99.341,910,0,0,NA,1852
"5927","BRARA.I02744-MONOMER","BraA09g033700.3C","BRARA.I02744-MONOMER",100,221,9.43e-164,3.95e-151,-12.6220854028891,450,100,221,2.32e-164,9.64e-152,-12.6185890490119,450
"5928","BRARA.I02753-MONOMER","BraA09g033870.3C","BRARA.I02753-MONOMER",99.804,509,0,0,NA,1055,99.804,509,0,0,NA,1055
"5929","BRARA.I02756-MONOMER","BraA09g033920.3C","BRARA.I02756-MONOMER",86.517,178,4.45e-108,7.66e-53,-55.2358687586517,305,86.517,178,1.27e-108,4.11e-57,-51.5100381009201,305
"5930","BRARA.I02763-MONOMER","BraA09g033990.3C","BRARA.I02763-MONOMER",98.276,348,0,0,NA,709,98.276,348,0,0,NA,709
"5931","BRARA.I02764-MONOMER","BraA09g034000.3C","BRARA.I02764-MONOMER",93.166,717,0,0,NA,1286,93.445,717,0,0,NA,1318
"5932","BRARA.I02772-MONOMER","BraA09g034170.3C","BRARA.I02772-MONOMER",99.834,601,0,0,NA,1231,99.834,601,0,0,NA,1231
"5933","BRARA.I02779-MONOMER","BraA09g034230.3C","BRARA.I02779-MONOMER",99.626,535,0,0,NA,1109,99.626,535,0,0,NA,1109
"5934","BRARA.I02783-MONOMER","BraA09g034260.3C","BRARA.I02783-MONOMER",99.441,537,0,0,NA,1100,99.441,537,0,0,NA,1100
"5935","BRARA.I02784-MONOMER","BraA09g034270.3C","BRARA.I02784-MONOMER",98.866,529,0,0,NA,1067,98.866,529,0,0,NA,1067
"5936","BRARA.I02785-MONOMER","BraA09g034280.3C","BRARA.I02785-MONOMER",98.496,532,0,0,NA,1084,98.496,532,0,0,NA,1084
"5937","BRARA.I02786-MONOMER","BraA09g034290.3C","BRARA.I02786-MONOMER",99.812,531,0,0,NA,1094,99.812,531,0,0,NA,1094
"5938","BRARA.I02792-MONOMER","BraA09g034400.3C","BRARA.I02792-MONOMER",99.524,420,0,0,NA,872,99.524,420,0,0,NA,872
"5939","BRARA.I02795-MONOMER","BraA09g034440.3C","BRARA.I02795-MONOMER",98.99,396,0,0,NA,805,98.99,396,0,0,NA,805
"5940","BRARA.I02797-MONOMER","BraA09g034480.3C","BRARA.I02797-MONOMER",100,236,3.64e-172,1.74e-118,-53.6794478646335,473,100,236,8.98e-173,1e-119,-53.0467236633327,473
"5941","BRARA.I02801-MONOMER","BraA09g034500.3C","BRARA.I02801-MONOMER",99.148,352,0,1.4,-Inf,708,99.148,352,0,1,-Inf,708
"5942","BRARA.I02803-MONOMER","BraA09g034520.3C","BRARA.I02803-MONOMER",97.861,561,0,3.54e-41,-Inf,1135,97.861,561,0,4.63e-45,-Inf,1135
"5943","BRARA.I02805-MONOMER","BraA09g034540.3C","BRARA.I02805-MONOMER",99.217,383,0,0,NA,795,99.217,383,0,0,NA,795
"5944","BRARA.I02815-MONOMER","BraA09g034660.3C","BRARA.I02815-MONOMER",98.087,1516,0,0,NA,3044,98.087,1516,0,0,NA,3044
"5945","BRARA.I02817-MONOMER","BraA09g034680.3C","BRARA.I02817-MONOMER",96.97,132,3.16e-88,7.16e-85,-3.35522593968945,252,96.97,132,7.78e-89,1.16e-85,-3.17347839223723,252
"5946","BRARA.I02818-MONOMER","BraA09g034690.3C","BRARA.I02818-MONOMER",99.811,530,0,0,NA,1092,99.811,530,0,0,NA,1092
"5947","BRARA.I02827-MONOMER","BraA04g012090.3C","BRARA.I02827-MONOMER",27.827,672,6.95e-82,7.99e-82,-0.0605619747238819,278,27.827,672,2.44e-79,1.7e-71,-7.84305909503954,269
"5948","BRARA.I02842-MONOMER","BraA09g034910.3C","BRARA.I02842-MONOMER",98.771,407,0,0,NA,832,98.771,407,0,0,NA,832
"5949","BRARA.I02843-MONOMER","BraA09g034920.3C","BRARA.I02843-MONOMER",100,176,1.55e-129,1.54e-127,-1.99718902266616,360,100,176,3.81e-130,3.81e-130,0,360
"5950","BRARA.I02844-MONOMER","BraA09g034930.3C","BRARA.I02844-MONOMER",100,589,0,0,NA,1219,100,589,0,0,NA,1219
"5951","BRARA.I02846-MONOMER","BraA09g034950.3C","BRARA.I02846-MONOMER",100,371,0,0,NA,756,100,371,0,0,NA,756
"5952","BRARA.I02850-MONOMER","BraA09g035020.3C","BRARA.I02850-MONOMER",99.191,618,0,0,NA,1259,99.191,618,0,0,NA,1259
"5953","BRARA.I02858-MONOMER","BraA09g035170.3C","BRARA.I02858-MONOMER",99.66,1177,0,1.16e-52,-Inf,2420,99.66,1177,0,3.92e-09,-Inf,2420
"5954","BRARA.I02862-MONOMER","BraA09g035220.3C","BRARA.I02862-MONOMER",98.378,185,4.61e-135,4.13e-38,-96.9522491262667,375,98.378,185,1.14e-135,7.87e-44,-91.8390698810226,375
"5955","BRARA.I02888-MONOMER","BraA09g035490.3C","BRARA.I02888-MONOMER",82.632,380,0,1.37e-119,-Inf,508,82.632,380,0,8.07e-78,-Inf,576
"5956","BRARA.I02891-MONOMER","BraA09g035530.3C","BRARA.I02891-MONOMER",99.006,704,0,0,NA,1425,99.006,704,0,0,NA,1425
"5957","BRARA.I02917-MONOMER","BraA09g035910.3C","BRARA.I02917-MONOMER",100,282,0,7.76e-166,-Inf,580,100,282,0,3.13e-165,-Inf,580
"5958","BRARA.I02926-MONOMER","BraA09g036060.3C","BRARA.I02926-MONOMER",99.333,450,0,1.57e-71,-Inf,922,99.333,450,0,6.22e-74,-Inf,922
"5959","BRARA.I02930-MONOMER","BraA09g036140.3C","BRARA.I02930-MONOMER",95.373,389,0,0,NA,748,95.373,389,0,0,NA,748
"5960","BRARA.I02932-MONOMER","BraA09g036150.3C","BRARA.I02932-MONOMER",100,398,0,0,NA,826,100,398,0,0,NA,826
"5961","BRARA.I02961-MONOMER","BraA09g036500.3C","BRARA.I02961-MONOMER",94.608,612,0,0,NA,1176,94.608,612,0,0,NA,1176
"5962","BRARA.I02962-MONOMER","BraA09g036510.3C","BRARA.I02962-MONOMER",100,356,0,0,NA,710,100,356,0,0,NA,710
"5963","BRARA.I02972-MONOMER","BraA09g036560.3C","BRARA.I02972-MONOMER",100,606,0,0,NA,1259,100,606,0,0,NA,1259
"5964","BRARA.I02993-MONOMER","BraA09g036790.3C","BRARA.I02993-MONOMER",98.952,1240,0,0,NA,2505,98.952,1240,0,0,NA,2505
"5965","BRARA.I02994-MONOMER","BraA09g036800.3C","BRARA.I02994-MONOMER",100,290,0,0,NA,601,100,290,0,0,NA,601
"5966","BRARA.I02996-MONOMER","BraA09g036820.3C","BRARA.I02996-MONOMER",100,774,0,0,NA,1592,100,774,0,0,NA,1592
"5967","BRARA.I03006-MONOMER","BraA09g036920.3C","BRARA.I03006-MONOMER",95.221,544,0,0,NA,1059,95.221,544,0,0,NA,1059
"5968","BRARA.I03008-MONOMER","BraA09g036950.3C","BRARA.I03008-MONOMER",99.072,431,0,0,NA,887,99.072,431,0,0,NA,887
"5969","BRARA.I03010-MONOMER","BraA09g037000.3C","BRARA.I03010-MONOMER",95.09,611,0,2.63e-139,-Inf,1206,95.09,611,0,3.5e-138,-Inf,1206
"5970","BRARA.I03015-MONOMER","BraA09g037040.3C","BRARA.I03015-MONOMER",99.462,186,3.99e-130,2.29e-124,-5.75886258665315,362,99.462,186,9.82e-131,2.48e-123,-7.40234019303927,362
"5971","BRARA.I03033-MONOMER","BraA09g037260.3C","BRARA.I03033-MONOMER",99.688,321,0,0,NA,644,99.688,321,0,0,NA,644
"5972","BRARA.I03037-MONOMER","BraA09g037290.3C","BRARA.I03037-MONOMER",96.313,434,0,1.02e-108,-Inf,850,96.313,434,0,3.85e-116,-Inf,850
"5973","BRARA.I03038-MONOMER","BraA09g037300.3C","BRARA.I03038-MONOMER",100,254,0,4.06e-179,-Inf,528,100,254,0,9.26e-180,-Inf,528
"5974","BRARA.I03046-MONOMER","BraA09g037410.3C","BRARA.I03046-MONOMER",100,470,0,0,NA,971,100,470,0,0,NA,971
"5975","BRARA.I03047-MONOMER","BraA09g037420.3C","BRARA.I03047-MONOMER",100,383,0,0,NA,796,100,383,0,0,NA,796
"5976","BRARA.I03057-MONOMER","BraA09g037560.3C","BRARA.I03057-MONOMER",97.535,284,0,0,NA,561,97.535,284,0,0,NA,561
"5977","BRARA.I03075-MONOMER","BraA09g037730.3C","BRARA.I03075-MONOMER",99.234,522,0,1.88e-05,-Inf,1068,99.234,522,0,5.31e-06,-Inf,1068
"5978","BRARA.I03084-MONOMER","BraA09g037930.3C","BRARA.I03084-MONOMER",100,498,0,0,NA,1033,100,498,0,0,NA,1033
"5979","BRARA.I03087-MONOMER","BraA09g037980.3C","BRARA.I03087-MONOMER",99.689,322,0,7.53e-173,-Inf,655,99.689,322,0,3.06e-174,-Inf,655
"5980","BRARA.I03103-MONOMER","BraA09g038190.3C","BRARA.I03103-MONOMER",97.156,1055,0,0,NA,2081,97.156,1055,0,0,NA,2081
"5981","BRARA.I03108-MONOMER","BraA09g038270.3C","BRARA.I03108-MONOMER",100,621,0,0,NA,1277,100,621,0,0,NA,1277
"5982","BRARA.I03109-MONOMER","BraA09g038280.3C","BRARA.I03109-MONOMER",100,352,0,0,NA,717,100,352,0,0,NA,717
"5983","BRARA.I03113-MONOMER","BraA09g038320.3C","BRARA.I03113-MONOMER",99.338,453,0,0,NA,940,99.338,453,0,0,NA,940
"5984","BRARA.I03114-MONOMER","BraA09g038330.3C","BRARA.I03114-MONOMER",99.053,528,0,0,NA,1083,99.053,528,0,0,NA,1083
"5985","BRARA.I03122-MONOMER","BraA09g038410.3C","BRARA.I03122-MONOMER",99.804,509,0,0,NA,1065,99.804,509,0,0,NA,1065
"5986","BRARA.I03123-MONOMER","BraA09g038420.3C","BRARA.I03123-MONOMER",100,482,0,0,NA,994,100,482,0,0,NA,994
"5987","BRARA.I03130-MONOMER","BraA09g038490.3C","BRARA.I03130-MONOMER",97.885,331,0,0.18,-Inf,662,97.885,331,0,1.8,-Inf,662
"5988","BRARA.I03147-MONOMER","BraA09g038680.3C","BRARA.I03147-MONOMER",100,68,7.07e-46,9.4e-26,-20.1237084398028,140,100,68,1.74e-46,5.26e-28,-18.4804364958711,140
"5989","BRARA.I03151-MONOMER","BraA09g038720.3C","BRARA.I03151-MONOMER",100,615,0,0,NA,1286,100,615,0,0,NA,1286
"5990","BRARA.I03170-MONOMER","BraA09g038970.3C","BRARA.I03170-MONOMER",99.846,648,0,0,NA,1352,99.846,648,0,0,NA,1352
"5991","BRARA.I03171-MONOMER","BraA09g039000.3C","BRARA.I03171-MONOMER",99.561,228,1.81e-169,1.08e-153,-15.7757451806178,465,99.561,228,4.45e-170,1.66e-154,-15.5717480770591,465
"5992","BRARA.I03178-MONOMER","BraA09g039110.3C","BRARA.I03178-MONOMER",98.221,506,0,0,NA,1035,98.221,506,0,2.45e-144,-Inf,1035
"5993","BRARA.I03184-MONOMER","BraA09g039180.3C","BRARA.I03184-MONOMER",99.485,388,0,0,NA,805,99.485,388,0,0,NA,805
