name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Definition,value
root.grey60,GO:0045041,1.5850809691845e-5,0.9999998775673695,3,7,protein import into mitochondrial intermembrane space,BP,0.006005871792240071,The import of proteins into the space between the inner and outer mitochondrial membranes.,NA
root.grey60,GO:0006458,1.9099868058436866e-5,0.9999994985883098,4,22,'de novo' protein folding,BP,0.006579036370310662,The process of assisting in the folding of a nascent peptide chain into its correct tertiary structure.,NA
root.grey60,GO:0006364,2.2705310032188853e-5,0.9999973223757399,8,160,rRNA processing,BP,0.007169201642663631,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,NA
root.grey60,GO:0042026,6.494360289390904e-5,0.9999942285297619,6,97,protein refolding,BP,0.018928562412693948,"The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones.",NA
root.lightcyan,GO:0006412,3.477491770957385e-6,0.9999992858293888,15,715,translation,BP,0.013176216320157532,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",NA
root.lightgreen,GO:0007043,2.6052840214104106e-19,1,9,12,cell-cell junction assembly,BP,9.871421157124046e-16,"The aggregation, arrangement and bonding together of a set of components to form a junction between cells.",NA
root.lightgreen,GO:0042545,2.61171602036972e-7,0.9999999795013383,9,128,cell wall modification,BP,4.947896000590435e-4,"The series of events leading to chemical and structural alterations of an existing cell wall that can result in loosening, increased extensibility or disassembly.",NA
root.lightyellow,GO:0015706,9.602207974149133e-12,1,9,39,nitrate transport,BP,3.6382766014051066e-8,"The directed movement of nitrate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",NA
root.lightyellow,GO:0010167,2.5608696036806335e-8,0.9999999991644318,7,53,response to nitrate,BP,4.85156746417296e-5,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrate stimulus.",NA
root.lightyellow,GO:0042128,9.462960010405788e-8,0.9999999948646927,8,81,nitrate assimilation,BP,1.195171849314251e-4,"The nitrogen metabolic process that encompasses the uptake of nitrate from the environment and reduction to ammonia, and results in the incorporation of nitrogen derived from nitrate into cellular substances.",NA
root.lightyellow,GO:0006821,2.1253726094197879e-7,0.99999999643831206,5,19,chloride transport,BP,2.013259204272894e-4,"The directed movement of chloride into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",NA
root.lightyellow,GO:0071249,3.1253741278193486e-6,0.9999999016782755,5,30,cellular response to nitrate,BP,0.00201347814076378,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrate stimulus.",NA
root.lightyellow,GO:0006355,3.188405606910182e-6,0.9999987460586518,39,2992,"regulation of transcription, DNA-templated",BP,0.00201347814076378,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",NA
root.lightyellow,GO:0005992,3.7483962635618353e-6,0.9999998750897581,5,36,trehalose biosynthetic process,BP,0.002028953348947971,"The chemical reactions and pathways resulting in the formation of trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.",NA
root.lightyellow,GO:0010200,7.874342267834967e-6,0.9999988988842825,10,286,response to chitin,BP,0.0037294853566033365,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus.",NA
root.lightyellow,GO:0009095,6.11232909807948e-5,1,2,2,"aromatic amino acid family biosynthetic process, prephenate pathway",BP,0.023401623906444683,"The chemical reactions and pathways resulting in the formation of phenylalanine and tyrosine from other compounds, including chorismate, via the intermediate prephenate.",NA
root.lightyellow,GO:0055085,6.176200555936839e-5,0.9999847002650196,14,562,transmembrane transport,BP,0.023401623906444683,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",NA
root.lightyellow,GO:0009414,8.188487616365675e-5,0.9999804006325131,13,596,response to water deprivation,BP,0.02820561779855413,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water.",NA
root.lightyellow,GO:0034765,9.583831682158057e-5,0.999996008786207,4,33,regulation of ion transmembrane transport,BP,0.028714605010506766,"Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other.",NA
root.lightyellow,GO:0006873,9.851936266471047e-5,0.9999982518850429,3,13,cellular ion homeostasis,BP,0.028714605010506766,Any process involved in the maintenance of an internal steady state of ions at the level of a cell.,NA
root.lightyellow,GO:1902476,1.2129169700296401e-4,0.9999976899515771,3,13,chloride transmembrane transport,BP,0.032826731424587904,NA,NA
root.lightyellow,GO:0006995,1.8205331062554715e-4,0.9999906885685894,4,61,cellular response to nitrogen starvation,BP,0.04598666626401321,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nitrogen.",NA
root.magenta,GO:0008150,3.1046686283841454e-9,1,103,6445,biological_process,BP,1.1763589432947527e-5,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",NA
root.magenta,GO:0006997,2.622352787316859e-6,0.99999992915023594,5,16,nucleus organization,BP,0.00496804735557179,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nucleus.",NA
root.midnightblue,GO:0009853,4.839204326089236e-6,0.9999996366838648,7,104,photorespiration,BP,0.018335745191552115,"A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria.",NA
root.midnightblue,GO:0015991,1.87504237822496e-5,0.9999986769472732,6,81,ATP hydrolysis coupled proton transport,BP,0.03552267785547187,"The transport of protons against an electrochemical gradient, using energy from ATP hydrolysis.",NA
root.midnightblue,GO:0009735,4.453445316336879e-5,0.9999906888006596,12,412,response to cytokinin,BP,0.046495541108537514,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokinin stimulus.",NA
root.midnightblue,GO:0010623,4.9084762320968604e-5,0.9999993235716758,3,12,programmed cell death involved in cell development,BP,0.046495541108537514,The activation of endogenous cellular processes that result in the death of a cell as part of its development.,NA
root.orange,GO:0009408,5.874244513432102e-62,1,50,305,response to heat,BP,2.2257512461394233e-58,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",NA
root.orange,GO:0006457,1.3251153438888411e-42,1,42,423,protein folding,BP,2.5104310189974094e-39,The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.,NA
root.orange,GO:0034605,1.1789727881283752e-37,1,27,117,cellular response to heat,BP,1.4890426314061378e-34,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",NA
root.orange,GO:0009644,1.2018336996720115e-31,1,23,109,response to high light intensity,BP,1.138436972014313e-28,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus.",NA
root.orange,GO:0042542,7.354531300145356e-30,1,23,130,response to hydrogen peroxide,BP,5.57326381925015e-27,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus.",NA
root.orange,GO:0051259,1.8493350924843704e-26,1,13,22,protein complex oligomerization,BP,1.1678551109038799e-23,"The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer.",NA
root.orange,GO:0034620,5.184682260144163e-19,1,12,38,cellular response to unfolded protein,BP,2.806394440526605e-16,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus.",NA
root.orange,GO:0051085,4.477873358151217e-18,1,14,82,chaperone cofactor-dependent protein refolding,BP,2.1208327692543703e-15,"The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release.",NA
root.orange,GO:0006986,5.35742730021674e-18,1,11,31,response to unfolded protein,BP,2.2554768933912474e-15,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus.",NA
root.orange,GO:0000302,5.981304011120097e-16,1,13,96,response to reactive oxygen species,BP,2.2663160898134047e-13,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals.",NA
root.orange,GO:0042026,1.652507071613567e-15,1,13,97,protein refolding,BP,5.692135722130732e-13,"The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones.",NA
root.orange,GO:0061408,2.3795075755614912e-14,1,10,47,positive regulation of transcription from RNA polymerase II promoter in response to heat stress,BP,7.513295169835409e-12,"Any process that increases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",NA
root.orange,GO:0009615,8.387174530972979e-12,1,10,82,response to virus,BP,2.4445387921428164e-9,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus.",NA
root.orange,GO:0051131,5.236638156556103e-10,0.9999999999956887,6,20,chaperone-mediated protein complex assembly,BP,1.4172587125136483e-7,"The aggregation, arrangement and bonding together of a set of components to form a protein complex, mediated by chaperone molecules that do not form part of the finished complex.",NA
root.orange,GO:0009651,1.4952928749892655e-9,1,23,1045,response to salt stress,BP,3.7771098022228846e-7,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
root.orange,GO:0032268,2.077116063344988e-9,0.9999999999981792,4,5,regulation of cellular protein metabolic process,BP,4.91887047750885e-7,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell.",NA
root.orange,GO:0050821,3.5511979615602085e-9,0.9999999999492789,6,28,protein stabilization,BP,7.914993574324488e-7,Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation.,NA
root.orange,GO:0071277,5.028055483704364e-7,0.9999999953375343,4,13,cellular response to calcium ion,BP,1.0205085007241578e-4,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus.",NA
root.orange,GO:0010286,5.117355902285299e-7,0.9999999729332922,7,99,heat acclimation,BP,1.0205085007241578e-4,Any process that increases heat tolerance of an organism in response to high temperatures.,NA
root.orange,GO:0046686,4.933353576222315e-6,0.999998966265214,15,753,response to cadmium ion,BP,9.346238350153175e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",NA
root.orange,GO:0010200,9.86752513324902e-6,0.9999987688286088,9,286,response to chitin,BP,0.0017803834633276444,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus.",NA
root.orange,GO:0045087,5.7827168547101535e-5,0.9999949390233571,6,136,innate immune response,BP,0.009959415528407622,Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens.,NA
root.orange,GO:0000381,6.200225513700809e-5,0.9999976469045656,4,45,"regulation of alternative mRNA splicing, via spliceosome",BP,0.010214197596266244,"Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.",NA
root.orange,GO:0098542,1.676263116347674e-4,0.9999994095225495,2,4,defense response to other organism,BP,0.026464003949338902,Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism.,NA
root.orange,GO:0043335,2.4362759990677655e-4,0.9999987969057319,2,5,protein unfolding,BP,0.03692419904187105,"The process of assisting in the disassembly of non-covalent linkages in a protein or protein aggregate, often where the proteins are in a non-functional or denatured state.",NA
root.orange,GO:0061077,3.315088554425423e-4,0.9999901113720644,3,30,chaperone-mediated protein folding,BP,0.046763711142111544,The process of inhibiting aggregation and assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure that is dependent on interaction with a chaperone.,NA
root.orange,GO:0090332,3.332330960245478e-4,0.9999901560304356,3,26,stomatal closure,BP,0.046763711142111544,"The process of closing of stomata, pores in the epidermis of leaves and stems bordered by two guard cells and serving in gas exchange.",NA
root.orangered4,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.paleturquoise,GO:0010345,2.8681314591409094e-10,0.9999999999953925,7,41,suberin biosynthetic process,BP,1.0867350098684906e-6,The chemical reactions and pathways resulting in the formation of suberin monomers and suberin polyesters. Suberin monomers are derived from fatty acids and trans-cinnamic acids. The monomers are then cross-linked with glycerols.,NA
root.paleturquoise,GO:0006949,1.4981727046064214e-6,0.9999999792689407,4,25,syncytium formation,BP,0.002838288188876865,"The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane. Syncytia are normally derived from single cells that fuse or fail to complete cell division.",NA
root.paleturquoise,GO:0055114,3.146258193114884e-6,0.9999991349471342,22,1923,oxidation-reduction process,BP,0.0034034135586483508,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",NA
root.paleturquoise,GO:0042761,4.315535406780971e-6,0.999999920269712,4,30,very long-chain fatty acid biosynthetic process,BP,0.0034034135586483508,The chemical reactions and pathways resulting in the formation of a fatty acid which has a chain length greater than C22.,NA
root.paleturquoise,GO:0009828,4.491176509169109e-6,0.9999998384346866,5,72,plant-type cell wall loosening,BP,0.0034034135586483508,The series of events causing chemical and structural alterations of an existing cellulose and pectin-containing cell wall that results in greater extensibility of the wall. An example of this is found in Arabidopsis thaliana.,NA
root.paleturquoise,GO:0006631,1.866003645078492e-5,0.999999090734962,5,85,fatty acid metabolic process,BP,0.01012932113910304,"The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.",NA
root.paleturquoise,GO:0006072,1.9550979151594363e-5,0.9999997973694432,3,14,glycerol-3-phosphate metabolic process,BP,0.01012932113910304,"The chemical reactions and pathways involving glycerol-3-phosphate, a phosphoric monoester of glycerol.",NA
root.paleturquoise,GO:0051603,2.1386795754242365e-5,0.9999984401860267,6,151,proteolysis involved in cellular protein catabolic process,BP,0.01012932113910304,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.,NA
root.pink,GO:0009737,3.761115324915248e-24,1,57,832,response to abscisic acid,BP,1.4250865966103873e-20,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus.",NA
root.pink,GO:0009414,3.04848184553562e-20,1,44,596,response to water deprivation,BP,5.775348856367233e-17,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water.",NA
root.pink,GO:0009269,1.1363019451163988e-8,0.9999999995653531,8,37,response to desiccation,BP,1.3451168769882896e-5,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a desiccation stimulus, extreme dryness resulting from the prolonged deprivation of water.",NA
root.pink,GO:0098712,1.4200230952634358e-8,0.9999999999301447,5,7,L-glutamate import across plasma membrane,BP,1.3451168769882896e-5,"The directed movement of L-glutamate from outside of a cell, across the plasma membrane and into the cytosol.",NA
root.pink,GO:0009738,1.759281123311574e-7,0.9999999587200289,22,437,abscisic acid-activated signaling pathway,BP,1.3331832352455106e-4,"A series of molecular signals generated by the binding of the plant hormone abscisic acid (ABA) to a receptor, and ending with modulation of a cellular process, e.g. transcription.",NA
root.pink,GO:0009409,3.633317745734011e-7,0.9999998946260906,27,696,response to cold,BP,2.2944401564310281e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism.",NA
root.pink,GO:0009651,6.543510020728395e-7,0.9999997694667216,35,1045,response to salt stress,BP,3.5419084955056986e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
root.pink,GO:0006470,1.3008294132823374e-6,0.9999997747812368,14,203,protein dephosphorylation,BP,6.16105330865847e-4,The process of removing one or more phosphoric residues from a protein.,NA
root.pink,GO:0003333,2.9196037358477953e-6,0.9999996450019956,10,95,amino acid transmembrane transport,BP,0.0012291531727919218,The process in which an amino acid is transported across a membrane.,NA
root.pink,GO:0009415,3.6393401505763036e-6,0.9999999437951232,4,13,response to water,BP,0.0013789459830533613,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of water.",NA
root.pink,GO:0009788,6.144272164421638e-6,0.9999991757530778,10,122,negative regulation of abscisic acid-activated signaling pathway,BP,0.0021164224755448715,"Any process that stops, prevents, or reduces the frequency, rate or extent of abscisic acid (ABA) signaling.",NA
root.pink,GO:0015804,1.6698243034631525e-5,0.9999996400002847,4,11,neutral amino acid transport,BP,0.005272470238184904,"The directed movement of neutral amino acids, amino acids with no net charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",NA
root.pink,GO:0042335,2.2144588084352005e-5,0.9999979410641127,7,61,cuticle development,BP,0.006374879943731008,"The chemical reactions and pathways resulting in the formation of a cuticle, the outer layer of some animals and plants, which acts to prevent water loss.",NA
root.pink,GO:0009631,2.3554584115131726e-5,0.9999972309633258,8,104,cold acclimation,BP,0.006374879943731008,"Any process that increases freezing tolerance of an organism in response to low, nonfreezing temperatures.",NA
root.pink,GO:0042538,2.6201208693302902e-5,0.999996315833888,9,132,hyperosmotic salinity response,BP,0.006618425315928313,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, an increase in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
root.pink,GO:0015808,3.0581921568892315e-5,0.9999997748916996,3,5,L-alanine transport,BP,0.007227234157420803,"The directed movement of L-alanine, the L-enantiomer of 2-aminopropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",NA
root.pink,GO:0006561,3.2426228734799064e-5,0.9999991216710405,4,13,proline biosynthetic process,BP,0.007227234157420803,"The chemical reactions and pathways resulting in the formation of proline (pyrrolidine-2-carboxylic acid), a chiral, cyclic, nonessential alpha-amino acid found in peptide linkage in proteins.",NA
root.pink,GO:0045893,5.611573720291988e-5,0.9999818434549528,20,570,"positive regulation of transcription, DNA-templated",BP,0.011812362681214635,"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.",NA
root.pink,GO:0055129,8.699234120469027e-5,0.9999989137254129,3,6,L-proline biosynthetic process,BP,0.016900326723836033,"The chemical reactions and pathways resulting in the formation of L-proline, an L-enantiomer of a chiral, cyclic, nonessential alpha-amino acid found in peptide linkage in proteins.",NA
root.pink,GO:0050832,8.920731973521263e-5,0.9999732404491316,17,469,defense response to fungus,BP,0.016900326723836033,Reactions triggered in response to the presence of a fungus that act to protect the cell or organism.,NA
root.pink,GO:0080167,1.3237671380789928e-4,0.9999689574538405,12,254,response to karrikin,BP,0.023884541362768113,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a karrikin stimulus. Karrikins are signaling molecules in smoke from burning vegetation that trigger seed germination for many angiosperms (flowering plants).",NA
root.pink,GO:0010118,1.9116868593815434e-4,0.9999744422621283,7,81,stomatal movement,BP,0.032924461409984854,"The process of opening or closing of stomata, which is directly related to the stomatal conductance (measuring rate of passage of either water vapor or carbon dioxide (CO2) through stomata).",NA
root.pink,GO:0006631,2.0487956382627813e-4,0.9999722323267094,7,85,fatty acid metabolic process,BP,0.03315244630129906,"The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.",NA
root.pink,GO:0009961,2.0999174220933685e-4,0.999995342255975,3,11,response to 1-aminocyclopropane-1-carboxylic acid,BP,0.03315244630129906,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a 1-aminocyclopropane-1-carboxylic acid stimulus.",NA
root.plum1,GO:0055072,7.528398927868053e-11,1,7,69,iron ion homeostasis,BP,2.8525103537692054e-7,Any process involved in the maintenance of an internal steady state of iron ions within an organism or cell.,NA
root.plum1,GO:0009407,1.064668097913485e-9,0.9999999999925347,6,67,toxin catabolic process,BP,2.017013711497097e-6,"The chemical reactions and pathways resulting in the breakdown of toxin, a poisonous compound (typically a protein) that is produced by cells or organisms and that can cause disease when introduced into the body or tissues of an organism.",NA
root.plum1,GO:0006749,7.677123480449023e-9,0.9999999998710538,6,85,glutathione metabolic process,BP,9.696206955807116e-6,"The chemical reactions and pathways involving glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins; it has a specific role in the reduction of hydrogen peroxide (H2O2) and oxidized ascorbate, and it participates in the gamma-glutamyl cycle.",NA
root.plum1,GO:0010106,3.669625358969751e-8,0.9999999998120883,4,19,cellular response to iron ion starvation,BP,3.476052621284097e-5,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of iron ions.",NA
root.plum1,GO:0010039,3.428840276581567e-7,0.9999999966864376,4,33,response to iron ion,BP,2.598375161593511e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus.",NA
root.plum1,GO:0071281,5.609313915621884e-7,0.9999999870526314,5,77,cellular response to iron ion,BP,3.5422817377152196e-4,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus.",NA
root.plum1,GO:0071732,3.4193786769672773e-6,0.999999938936168,4,52,cellular response to nitric oxide,BP,0.0018508608295755736,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus.",NA
root.plum1,GO:0006357,4.513720043362457e-6,0.9999998370794599,5,133,regulation of transcription by RNA polymerase II,BP,0.0021378106555375435,"Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.",NA
root.plum1,GO:0071369,5.6370407706428166e-6,0.9999998847111493,4,62,cellular response to ethylene stimulus,BP,0.002373194164440626,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethylene (ethene) stimulus.",NA
root.plum1,GO:1900409,1.3856109214120274e-5,0.9999999902309432,2,3,positive regulation of cellular response to oxidative stress,BP,0.005250079781230171,NA,NA
root.plum1,GO:0006355,1.2251015961277817e-4,0.9999659747146802,16,2992,"regulation of transcription, DNA-templated",BP,0.036816739883826874,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",NA
root.plum1,GO:0036529,1.263176612535628e-4,0.9999994431673719,2,10,"protein deglycation, glyoxal removal",BP,0.036816739883826874,"The removal of glyoxal from a glycated protein, to form glycolate and a deglycated protein.",NA
root.plum1,GO:0106046,1.263176612535628e-4,0.9999994431673719,2,10,"guanine deglycation, glyoxal removal",BP,0.036816739883826874,"The removal of glyoxal from a glycated guanine, to form glycolate and a deglycated guanine.",NA
root.plum1,GO:0033215,1.3659033812620037e-4,0.9999994044637738,2,8,iron assimilation by reduction and transport,BP,0.0369671993685838,A process in which iron is solubilized by reduction from Fe3+ to Fe2+ via a cell surface reductase and subsequent transport of the iron across the membrane by iron uptake proteins.,NA
root.plum1,GO:0042343,1.7389043627489377e-4,0.9999957731628132,3,52,indole glucosinolate metabolic process,BP,0.04392472420303816,"The chemical reactions and pathways resulting in the formation of indole glucosinolates. Glucosinolates are sulfur-containing compounds that have a common structure linked to an R group derived from tryptophan; indoles are biologically active substances based on 2,3-benzopyrrole, formed during the catabolism of tryptophan.",NA
root.purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.red,GO:0006364,1.56630686912394e-5,0.999997097227876,12,160,rRNA processing,BP,0.048444120629753507,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,NA
root.red,GO:0009451,2.5570926698207182e-5,0.9999931342623809,17,273,RNA modification,BP,0.048444120629753507,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,NA
root.royalblue,GO:0070370,7.180688677989141e-6,0.9999998545462813,4,21,cellular heat acclimation,BP,0.027207629400900858,Any process that increases heat tolerance of a cell in response to high temperatures.,NA
root.saddlebrown,GO:0006364,6.748307413221977e-13,1,13,160,rRNA processing,BP,2.556933678869807e-9,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,NA
root.salmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.sienna3,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.skyblue,GO:0042742,9.441773216647309e-8,0.99999998357894615,17,726,defense response to bacterium,BP,3.577487871787665e-4,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.,NA
root.skyblue,GO:0009751,3.755450260488497e-6,0.9999995186806232,10,347,response to salicylic acid,BP,0.007114700518495457,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salicylic acid stimulus.",NA
root.skyblue,GO:0009625,3.6476739395745756e-5,0.9999979469154819,5,84,response to insect,BP,0.04551117924088117,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from an insect.",NA
root.skyblue,GO:0006468,4.8045583785569987e-5,0.999984437099588,21,1484,protein phosphorylation,BP,0.04551117924088117,The process of introducing a phosphate group on to a protein.,NA
root.skyblue3,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
root.steelblue,GO:0009800,8.269885528600451e-12,1,6,10,cinnamic acid biosynthetic process,BP,3.133459626786711e-8,"The chemical reactions and pathways resulting in the formation of cinnamic acid, 3-phenyl-2-propenoic acid.",NA
